No_state,State,City,no_Date,Date,Deaths,Confirmed,Recovered,Active
11,GUANAJUATO,SAN MIGUEL DE ALLENDE,162,2020-07-31,0,2,2,0
11,GUANAJUATO,SANTA CRUZ DE JUVENTINO ROSAS,162,2020-07-31,0,2,2,0
11,GUANAJUATO,SILAO DE LA VICTORIA,162,2020-07-31,0,3,3,0
11,GUANAJUATO,TARANDACUAO,162,2020-07-31,0,1,1,0
11,GUANAJUATO,URIANGATO,162,2020-07-31,0,2,2,0
11,GUANAJUATO,VALLE DE SANTIAGO,162,2020-07-31,1,18,17,0
11,GUANAJUATO,VILLAGRÁN,162,2020-07-31,0,6,6,0
11,GUANAJUATO,YURIRIA,162,2020-07-31,0,4,4,0
12,GUERRERO,ACAPULCO DE JUÁREZ,162,2020-07-31,6,56,50,0
12,GUERRERO,AHUACUOTZINGO,162,2020-07-31,0,3,3,0
12,GUERRERO,ATOYAC DE ÁLVAREZ,162,2020-07-31,0,1,1,0
12,GUERRERO,AYUTLA DE LOS LIBRES,162,2020-07-31,0,1,1,0
12,GUERRERO,AZOYÚ,162,2020-07-31,0,1,1,0
12,GUERRERO,BENITO JUÁREZ,162,2020-07-31,0,1,1,0
12,GUERRERO,CHILAPA DE ÁLVAREZ,162,2020-07-31,1,5,4,0
12,GUERRERO,CHILPANCINGO DE LOS BRAVO,162,2020-07-31,1,15,14,0
12,GUERRERO,COYUCA DE CATALÁN,162,2020-07-31,1,2,1,0
12,GUERRERO,EDUARDO NERI,162,2020-07-31,0,2,2,0
12,GUERRERO,JUAN R. ESCUDERO,162,2020-07-31,0,3,3,0
12,GUERRERO,LEONARDO BRAVO,162,2020-07-31,0,2,2,0
12,GUERRERO,METLATÓNOC,162,2020-07-31,0,1,1,0
12,GUERRERO,MOCHITLÁN,162,2020-07-31,0,1,1,0
12,GUERRERO,OMETEPEC,162,2020-07-31,0,3,3,0
12,GUERRERO,PETATLÁN,162,2020-07-31,0,1,1,0
12,GUERRERO,PUNGARABATO,162,2020-07-31,0,1,1,0
12,GUERRERO,SAN LUIS ACATLÁN,162,2020-07-31,0,1,1,0
12,GUERRERO,SAN MARCOS,162,2020-07-31,0,1,1,0
12,GUERRERO,TECOANAPA,162,2020-07-31,0,1,1,0
12,GUERRERO,TELOLOAPAN,162,2020-07-31,1,7,6,0
12,GUERRERO,TIXTLA DE GUERRERO,162,2020-07-31,0,5,5,0
12,GUERRERO,TLACOACHISTLAHUACA,162,2020-07-31,0,1,1,0
12,GUERRERO,TLACOAPA,162,2020-07-31,0,1,1,0
12,GUERRERO,TLAPA DE COMONFORT,162,2020-07-31,0,3,3,0
12,GUERRERO,TÉCPAN DE GALEANA,162,2020-07-31,0,1,1,0
12,GUERRERO,ZIHUATANEJO DE AZUETA,162,2020-07-31,0,8,8,0
12,GUERRERO,ZIRÁNDARO,162,2020-07-31,0,1,1,0
13,HIDALGO,ACTOPAN,162,2020-07-31,0,2,2,0
13,HIDALGO,AGUA BLANCA DE ITURBIDE,162,2020-07-31,0,1,1,0
13,HIDALGO,AJACUBA,162,2020-07-31,0,5,5,0
13,HIDALGO,APAN,162,2020-07-31,1,2,1,0
13,HIDALGO,ATITALAQUIA,162,2020-07-31,0,1,1,0
13,HIDALGO,ATLAPEXCO,162,2020-07-31,0,1,1,0
13,HIDALGO,ATOTONILCO DE TULA,162,2020-07-31,1,1,0,0
13,HIDALGO,CHAPANTONGO,162,2020-07-31,0,1,1,0
13,HIDALGO,EL ARENAL,162,2020-07-31,0,1,1,0
13,HIDALGO,EMILIANO ZAPATA,162,2020-07-31,0,2,2,0
13,HIDALGO,EPAZOYUCAN,162,2020-07-31,1,2,1,0
13,HIDALGO,FRANCISCO I. MADERO,162,2020-07-31,0,3,3,0
13,HIDALGO,HUASCA DE OCAMPO,162,2020-07-31,0,1,1,0
13,HIDALGO,HUEHUETLA,162,2020-07-31,0,2,2,0
13,HIDALGO,IXMIQUILPAN,162,2020-07-31,0,1,1,0
13,HIDALGO,MINERAL DE LA REFORMA,162,2020-07-31,1,9,8,0
13,HIDALGO,MINERAL DEL MONTE,162,2020-07-31,0,3,3,0
13,HIDALGO,MIXQUIAHUALA DE JUÁREZ,162,2020-07-31,0,2,2,0
13,HIDALGO,PACHUCA DE SOTO,162,2020-07-31,7,30,23,0
13,HIDALGO,PACULA,162,2020-07-31,1,1,0,0
13,HIDALGO,SAN FELIPE ORIZATLÁN,162,2020-07-31,1,2,1,0
13,HIDALGO,TEPEAPULCO,162,2020-07-31,0,3,3,0
13,HIDALGO,TEPEJI DEL RÍO DE OCAMPO,162,2020-07-31,4,7,3,0
13,HIDALGO,TEZONTEPEC DE ALDAMA,162,2020-07-31,1,2,1,0
13,HIDALGO,TIZAYUCA,162,2020-07-31,0,11,11,0
13,HIDALGO,TLANCHINOL,162,2020-07-31,0,1,1,0
13,HIDALGO,TLAXCOAPAN,162,2020-07-31,0,2,2,0
13,HIDALGO,TULA DE ALLENDE,162,2020-07-31,0,6,6,0
13,HIDALGO,TULANCINGO DE BRAVO,162,2020-07-31,2,8,6,0
13,HIDALGO,ZACUALTIPÁN DE ÁNGELES,162,2020-07-31,0,1,1,0
13,HIDALGO,ZEMPOALA,162,2020-07-31,0,5,5,0
14,JALISCO,AHUALULCO DE MERCADO,162,2020-07-31,1,2,1,0
14,JALISCO,AMECA,162,2020-07-31,0,1,1,0
14,JALISCO,ATENGO,162,2020-07-31,0,1,1,0
14,JALISCO,ATOTONILCO EL ALTO,162,2020-07-31,1,1,0,0
14,JALISCO,AUTLÁN DE NAVARRO,162,2020-07-31,1,4,3,0
14,JALISCO,BOLAÑOS,162,2020-07-31,0,1,1,0
14,JALISCO,CASIMIRO CASTILLO,162,2020-07-31,0,2,2,0
14,JALISCO,CHAPALA,162,2020-07-31,0,1,1,0
14,JALISCO,COCULA,162,2020-07-31,0,1,1,0
14,JALISCO,COLOTLÁN,162,2020-07-31,0,1,1,0
14,JALISCO,CUAUTLA,162,2020-07-31,0,1,1,0
14,JALISCO,CUQUÍO,162,2020-07-31,0,1,1,0
14,JALISCO,EL SALTO,162,2020-07-31,1,5,4,0
14,JALISCO,GUADALAJARA,162,2020-07-31,8,46,38,0
14,JALISCO,HUEJUQUILLA EL ALTO,162,2020-07-31,0,1,1,0
14,JALISCO,IXTLAHUACÁN DE LOS MEMBRILLOS,162,2020-07-31,0,2,2,0
14,JALISCO,JALOSTOTITLÁN,162,2020-07-31,0,1,1,0
14,JALISCO,JAMAY,162,2020-07-31,0,1,1,0
14,JALISCO,JOCOTEPEC,162,2020-07-31,0,1,1,0
14,JALISCO,LA BARCA,162,2020-07-31,0,7,7,0
14,JALISCO,LAGOS DE MORENO,162,2020-07-31,0,2,2,0
14,JALISCO,MEXTICACÁN,162,2020-07-31,1,1,0,0
14,JALISCO,PUERTO VALLARTA,162,2020-07-31,4,20,16,0
14,JALISCO,SAN DIEGO DE ALEJANDRÍA,162,2020-07-31,0,2,2,0
14,JALISCO,SAN JUAN DE LOS LAGOS,162,2020-07-31,0,5,5,0
14,JALISCO,SAN MARTÍN HIDALGO,162,2020-07-31,1,2,1,0
14,JALISCO,SAN PEDRO TLAQUEPAQUE,162,2020-07-31,2,14,12,0
14,JALISCO,TALA,162,2020-07-31,1,2,1,0
14,JALISCO,TAMAZULA DE GORDIANO,162,2020-07-31,0,5,5,0
14,JALISCO,TEPATITLÁN DE MORELOS,162,2020-07-31,0,5,5,0
14,JALISCO,TLAJOMULCO DE ZÚÑIGA,162,2020-07-31,0,10,10,0
14,JALISCO,TOLIMÁN,162,2020-07-31,0,1,1,0
14,JALISCO,TOMATLÁN,162,2020-07-31,1,1,0,0
14,JALISCO,TONALÁ,162,2020-07-31,0,6,6,0
14,JALISCO,TONILA,162,2020-07-31,1,1,0,0
14,JALISCO,TOTOTLÁN,162,2020-07-31,1,1,0,0
14,JALISCO,TUXPAN,162,2020-07-31,0,2,2,0
14,JALISCO,UNIÓN DE SAN ANTONIO,162,2020-07-31,0,1,1,0
14,JALISCO,ZAPOPAN,162,2020-07-31,3,31,28,0
14,JALISCO,ZAPOTLÁN EL GRANDE,162,2020-07-31,0,2,2,0
15,ESTADO DE MEXICO,ACOLMAN,162,2020-07-31,0,2,2,0
15,ESTADO DE MEXICO,ALMOLOYA DE JUÁREZ,162,2020-07-31,0,4,4,0
15,ESTADO DE MEXICO,AMECAMECA,162,2020-07-31,0,1,1,0
15,ESTADO DE MEXICO,ATENCO,162,2020-07-31,0,1,1,0
15,ESTADO DE MEXICO,ATIZAPÁN,162,2020-07-31,0,2,2,0
15,ESTADO DE MEXICO,ATIZAPÁN DE ZARAGOZA,162,2020-07-31,3,15,12,0
15,ESTADO DE MEXICO,ATLACOMULCO,162,2020-07-31,1,3,2,0
15,ESTADO DE MEXICO,ATLAUTLA,162,2020-07-31,0,2,2,0
15,ESTADO DE MEXICO,AXAPUSCO,162,2020-07-31,0,3,3,0
15,ESTADO DE MEXICO,CALIMAYA,162,2020-07-31,0,2,2,0
15,ESTADO DE MEXICO,CAPULHUAC,162,2020-07-31,0,5,5,0
15,ESTADO DE MEXICO,CHALCO,162,2020-07-31,7,24,17,0
15,ESTADO DE MEXICO,CHAPA DE MOTA,162,2020-07-31,0,1,1,0
15,ESTADO DE MEXICO,CHICOLOAPAN,162,2020-07-31,1,3,2,0
15,ESTADO DE MEXICO,CHIMALHUACÁN,162,2020-07-31,1,15,14,0
15,ESTADO DE MEXICO,COACALCO DE BERRIOZÁBAL,162,2020-07-31,2,11,9,0
15,ESTADO DE MEXICO,CUAUTITLÁN,162,2020-07-31,1,7,6,0
15,ESTADO DE MEXICO,CUAUTITLÁN IZCALLI,162,2020-07-31,1,4,3,0
15,ESTADO DE MEXICO,DONATO GUERRA,162,2020-07-31,0,2,2,0
15,ESTADO DE MEXICO,ECATEPEC DE MORELOS,162,2020-07-31,7,47,40,0
15,ESTADO DE MEXICO,EL ORO,162,2020-07-31,0,1,1,0
15,ESTADO DE MEXICO,HUEHUETOCA,162,2020-07-31,0,3,3,0
15,ESTADO DE MEXICO,HUEYPOXTLA,162,2020-07-31,0,3,3,0
15,ESTADO DE MEXICO,HUIXQUILUCAN,162,2020-07-31,0,7,7,0
15,ESTADO DE MEXICO,IXTAPALUCA,162,2020-07-31,1,26,25,0
15,ESTADO DE MEXICO,IXTLAHUACA,162,2020-07-31,0,3,3,0
15,ESTADO DE MEXICO,JALTENCO,162,2020-07-31,0,1,1,0
15,ESTADO DE MEXICO,JILOTEPEC,162,2020-07-31,0,6,6,0
15,ESTADO DE MEXICO,JILOTZINGO,162,2020-07-31,0,1,1,0
15,ESTADO DE MEXICO,LA PAZ,162,2020-07-31,0,4,4,0
15,ESTADO DE MEXICO,LERMA,162,2020-07-31,0,3,3,0
15,ESTADO DE MEXICO,LUVIANOS,162,2020-07-31,0,1,1,0
15,ESTADO DE MEXICO,METEPEC,162,2020-07-31,0,17,17,0
15,ESTADO DE MEXICO,MEXICALTZINGO,162,2020-07-31,1,1,0,0
15,ESTADO DE MEXICO,MORELOS,162,2020-07-31,2,2,0,0
15,ESTADO DE MEXICO,NAUCALPAN DE JUÁREZ,162,2020-07-31,3,29,26,0
15,ESTADO DE MEXICO,NEXTLALPAN,162,2020-07-31,0,1,1,0
15,ESTADO DE MEXICO,NEZAHUALCÓYOTL,162,2020-07-31,2,24,22,0
15,ESTADO DE MEXICO,NICOLÁS ROMERO,162,2020-07-31,0,4,4,0
15,ESTADO DE MEXICO,NOPALTEPEC,162,2020-07-31,0,1,1,0
15,ESTADO DE MEXICO,OCOYOACAC,162,2020-07-31,0,1,1,0
15,ESTADO DE MEXICO,OTUMBA,162,2020-07-31,0,5,5,0
15,ESTADO DE MEXICO,OTZOLOTEPEC,162,2020-07-31,0,2,2,0
15,ESTADO DE MEXICO,OZUMBA,162,2020-07-31,0,2,2,0
15,ESTADO DE MEXICO,PAPALOTLA,162,2020-07-31,0,1,1,0
15,ESTADO DE MEXICO,SAN FELIPE DEL PROGRESO,162,2020-07-31,0,2,2,0
15,ESTADO DE MEXICO,SAN MATEO ATENCO,162,2020-07-31,0,1,1,0
15,ESTADO DE MEXICO,SULTEPEC,162,2020-07-31,0,1,1,0
15,ESTADO DE MEXICO,TECÁMAC,162,2020-07-31,1,14,13,0
15,ESTADO DE MEXICO,TEJUPILCO,162,2020-07-31,0,3,3,0
15,ESTADO DE MEXICO,TEMASCALAPA,162,2020-07-31,0,2,2,0
15,ESTADO DE MEXICO,TEMASCALCINGO,162,2020-07-31,1,2,1,0
15,ESTADO DE MEXICO,TEMASCALTEPEC,162,2020-07-31,0,2,2,0
15,ESTADO DE MEXICO,TEMOAYA,162,2020-07-31,0,2,2,0
15,ESTADO DE MEXICO,TENANCINGO,162,2020-07-31,0,2,2,0
15,ESTADO DE MEXICO,TEOTIHUACÁN,162,2020-07-31,0,5,5,0
15,ESTADO DE MEXICO,TEXCALTITLÁN,162,2020-07-31,0,4,4,0
15,ESTADO DE MEXICO,TEXCALYACAC,162,2020-07-31,0,2,2,0
15,ESTADO DE MEXICO,TEXCOCO,162,2020-07-31,3,9,6,0
15,ESTADO DE MEXICO,TEZOYUCA,162,2020-07-31,0,1,1,0
15,ESTADO DE MEXICO,TIANGUISTENCO,162,2020-07-31,0,2,2,0
15,ESTADO DE MEXICO,TLALMANALCO,162,2020-07-31,0,1,1,0
15,ESTADO DE MEXICO,TLALNEPANTLA DE BAZ,162,2020-07-31,5,25,20,0
15,ESTADO DE MEXICO,TLATLAYA,162,2020-07-31,0,1,1,0
15,ESTADO DE MEXICO,TOLUCA,162,2020-07-31,4,44,40,0
15,ESTADO DE MEXICO,TONATICO,162,2020-07-31,0,1,1,0
15,ESTADO DE MEXICO,TULTEPEC,162,2020-07-31,0,4,4,0
15,ESTADO DE MEXICO,TULTITLÁN,162,2020-07-31,3,8,5,0
15,ESTADO DE MEXICO,VALLE DE BRAVO,162,2020-07-31,0,3,3,0
15,ESTADO DE MEXICO,VALLE DE CHALCO SOLIDARIDAD,162,2020-07-31,0,4,4,0
15,ESTADO DE MEXICO,VILLA DEL CARBÓN,162,2020-07-31,0,1,1,0
15,ESTADO DE MEXICO,XONACATLÁN,162,2020-07-31,1,5,4,0
15,ESTADO DE MEXICO,ZINACANTEPEC,162,2020-07-31,1,8,7,0
15,ESTADO DE MEXICO,ZUMPANGO,162,2020-07-31,0,6,6,0
16,MICHOACAN DE OCAMPO,APATZINGÁN,162,2020-07-31,0,3,3,0
16,MICHOACAN DE OCAMPO,ARIO,162,2020-07-31,0,3,3,0
16,MICHOACAN DE OCAMPO,CHERÁN,162,2020-07-31,0,2,2,0
16,MICHOACAN DE OCAMPO,CHILCHOTA,162,2020-07-31,1,1,0,0
16,MICHOACAN DE OCAMPO,COALCOMÁN DE VÁZQUEZ PALLARES,162,2020-07-31,0,1,1,0
16,MICHOACAN DE OCAMPO,COJUMATLÁN DE RÉGULES,162,2020-07-31,0,1,1,0
16,MICHOACAN DE OCAMPO,CUITZEO,162,2020-07-31,2,2,0,0
16,MICHOACAN DE OCAMPO,GABRIEL ZAMORA,162,2020-07-31,0,2,2,0
16,MICHOACAN DE OCAMPO,HIDALGO,162,2020-07-31,0,7,7,0
16,MICHOACAN DE OCAMPO,HUETAMO,162,2020-07-31,0,4,4,0
16,MICHOACAN DE OCAMPO,IXTLÁN,162,2020-07-31,1,1,0,0
16,MICHOACAN DE OCAMPO,JACONA,162,2020-07-31,1,2,1,0
16,MICHOACAN DE OCAMPO,JIMÉNEZ,162,2020-07-31,1,1,0,0
16,MICHOACAN DE OCAMPO,JIQUILPAN,162,2020-07-31,0,1,1,0
16,MICHOACAN DE OCAMPO,JOSÉ SIXTO VERDUZCO,162,2020-07-31,0,1,1,0
16,MICHOACAN DE OCAMPO,LA PIEDAD,162,2020-07-31,0,8,8,0
16,MICHOACAN DE OCAMPO,LOS REYES,162,2020-07-31,0,1,1,0
16,MICHOACAN DE OCAMPO,LÁZARO CÁRDENAS,162,2020-07-31,1,10,9,0
16,MICHOACAN DE OCAMPO,MARAVATÍO,162,2020-07-31,0,1,1,0
16,MICHOACAN DE OCAMPO,MORELIA,162,2020-07-31,3,36,33,0
16,MICHOACAN DE OCAMPO,MÚGICA,162,2020-07-31,1,1,0,0
16,MICHOACAN DE OCAMPO,NAHUATZEN,162,2020-07-31,0,1,1,0
16,MICHOACAN DE OCAMPO,NUEVO PARANGARICUTIRO,162,2020-07-31,1,1,0,0
16,MICHOACAN DE OCAMPO,PARACHO,162,2020-07-31,0,2,2,0
16,MICHOACAN DE OCAMPO,PERIBÁN,162,2020-07-31,0,1,1,0
16,MICHOACAN DE OCAMPO,PURÉPERO,162,2020-07-31,0,4,4,0
16,MICHOACAN DE OCAMPO,PÁTZCUARO,162,2020-07-31,1,6,5,0
16,MICHOACAN DE OCAMPO,SALVADOR ESCALANTE,162,2020-07-31,0,1,1,0
16,MICHOACAN DE OCAMPO,TANCÍTARO,162,2020-07-31,0,1,1,0
16,MICHOACAN DE OCAMPO,TANGANCÍCUARO,162,2020-07-31,0,1,1,0
16,MICHOACAN DE OCAMPO,TANHUATO,162,2020-07-31,0,1,1,0
16,MICHOACAN DE OCAMPO,TARÍMBARO,162,2020-07-31,0,2,2,0
16,MICHOACAN DE OCAMPO,TZINTZUNTZAN,162,2020-07-31,1,1,0,0
16,MICHOACAN DE OCAMPO,URUAPAN,162,2020-07-31,0,16,16,0
16,MICHOACAN DE OCAMPO,YURÉCUARO,162,2020-07-31,0,1,1,0
16,MICHOACAN DE OCAMPO,ZACAPU,162,2020-07-31,2,6,4,0
16,MICHOACAN DE OCAMPO,ZAMORA,162,2020-07-31,0,11,11,0
16,MICHOACAN DE OCAMPO,ZITÁCUARO,162,2020-07-31,1,10,9,0
17,MORELOS,AXOCHIAPAN,162,2020-07-31,0,1,1,0
17,MORELOS,AYALA,162,2020-07-31,0,3,3,0
17,MORELOS,CUAUTLA,162,2020-07-31,0,10,10,0
17,MORELOS,CUERNAVACA,162,2020-07-31,0,7,7,0
17,MORELOS,HUITZILAC,162,2020-07-31,0,1,1,0
17,MORELOS,JIUTEPEC,162,2020-07-31,0,5,5,0
17,MORELOS,JOJUTLA,162,2020-07-31,0,1,1,0
17,MORELOS,PUENTE DE IXTLA,162,2020-07-31,0,1,1,0
17,MORELOS,TEMIXCO,162,2020-07-31,0,1,1,0
17,MORELOS,TLAQUILTENANGO,162,2020-07-31,0,1,1,0
17,MORELOS,TOTOLAPAN,162,2020-07-31,0,1,1,0
17,MORELOS,XOCHITEPEC,162,2020-07-31,0,2,2,0
17,MORELOS,YAUTEPEC,162,2020-07-31,1,2,1,0
17,MORELOS,YECAPIXTLA,162,2020-07-31,0,2,2,0
18,NAYARIT,ACAPONETA,162,2020-07-31,0,1,1,0
18,NAYARIT,AHUACATLÁN,162,2020-07-31,0,1,1,0
18,NAYARIT,AMATLÁN DE CAÑAS,162,2020-07-31,1,1,0,0
18,NAYARIT,COMPOSTELA,162,2020-07-31,2,4,2,0
18,NAYARIT,HUAJICORI,162,2020-07-31,0,1,1,0
18,NAYARIT,ROSAMORADA,162,2020-07-31,0,1,1,0
18,NAYARIT,SANTA MARÍA DEL ORO,162,2020-07-31,1,2,1,0
18,NAYARIT,SANTIAGO IXCUINTLA,162,2020-07-31,0,4,4,0
18,NAYARIT,TECUALA,162,2020-07-31,1,1,0,0
18,NAYARIT,TEPIC,162,2020-07-31,2,24,22,0
18,NAYARIT,TUXPAN,162,2020-07-31,1,3,2,0
18,NAYARIT,XALISCO,162,2020-07-31,0,3,3,0
19,NUEVO LEON,ANÁHUAC,162,2020-07-31,0,1,1,0
19,NUEVO LEON,APODACA,162,2020-07-31,5,30,25,0
19,NUEVO LEON,CADEREYTA JIMÉNEZ,162,2020-07-31,1,8,7,0
19,NUEVO LEON,CERRALVO,162,2020-07-31,0,1,1,0
19,NUEVO LEON,CIÉNEGA DE FLORES,162,2020-07-31,0,1,1,0
19,NUEVO LEON,EL CARMEN,162,2020-07-31,0,1,1,0
19,NUEVO LEON,GALEANA,162,2020-07-31,1,3,2,0
19,NUEVO LEON,GARCÍA,162,2020-07-31,1,16,15,0
19,NUEVO LEON,GENERAL ESCOBEDO,162,2020-07-31,3,21,18,0
19,NUEVO LEON,GENERAL TERÁN,162,2020-07-31,0,1,1,0
19,NUEVO LEON,GENERAL TREVIÑO,162,2020-07-31,0,1,1,0
19,NUEVO LEON,GUADALUPE,162,2020-07-31,5,44,39,0
19,NUEVO LEON,HUALAHUISES,162,2020-07-31,0,1,1,0
19,NUEVO LEON,JUÁREZ,162,2020-07-31,0,7,7,0
19,NUEVO LEON,LINARES,162,2020-07-31,0,4,4,0
19,NUEVO LEON,MONTEMORELOS,162,2020-07-31,0,2,2,0
19,NUEVO LEON,MONTERREY,162,2020-07-31,12,86,74,0
19,NUEVO LEON,SABINAS HIDALGO,162,2020-07-31,0,2,2,0
19,NUEVO LEON,SALINAS VICTORIA,162,2020-07-31,0,1,1,0
19,NUEVO LEON,SAN NICOLÁS DE LOS GARZA,162,2020-07-31,2,25,23,0
19,NUEVO LEON,SAN PEDRO GARZA GARCÍA,162,2020-07-31,0,6,6,0
19,NUEVO LEON,SANTA CATARINA,162,2020-07-31,1,23,22,0
19,NUEVO LEON,SANTIAGO,162,2020-07-31,0,2,2,0
20,OAXACA,ABEJONES,162,2020-07-31,0,1,1,0
20,OAXACA,CUILÁPAM DE GUERRERO,162,2020-07-31,0,2,2,0
20,OAXACA,EL BARRIO DE LA SOLEDAD,162,2020-07-31,0,2,2,0
20,OAXACA,EL ESPINAL,162,2020-07-31,0,1,1,0
20,OAXACA,HEROICA CIUDAD DE EJUTLA DE CRESPO,162,2020-07-31,0,1,1,0
20,OAXACA,HEROICA CIUDAD DE HUAJUAPAN DE LEÓN,162,2020-07-31,0,2,2,0
20,OAXACA,JUCHITÁN DE ZARAGOZA,162,2020-07-31,2,3,1,0
20,OAXACA,LOMA BONITA,162,2020-07-31,0,1,1,0
20,OAXACA,MIAHUATLÁN DE PORFIRIO DÍAZ,162,2020-07-31,0,1,1,0
20,OAXACA,OAXACA DE JUÁREZ,162,2020-07-31,2,21,19,0
20,OAXACA,SALINA CRUZ,162,2020-07-31,1,5,4,0
20,OAXACA,SAN ANTONIO DE LA CAL,162,2020-07-31,1,2,1,0
20,OAXACA,SAN BARTOLO COYOTEPEC,162,2020-07-31,0,1,1,0
20,OAXACA,SAN JOSÉ DEL PROGRESO,162,2020-07-31,0,2,2,0
20,OAXACA,SAN JUAN BAUTISTA TUXTEPEC,162,2020-07-31,0,14,14,0
20,OAXACA,SAN JUAN GUELAVÍA,162,2020-07-31,0,1,1,0
20,OAXACA,SAN LORENZO CACAOTEPEC,162,2020-07-31,0,2,2,0
20,OAXACA,SAN PABLO ETLA,162,2020-07-31,0,1,1,0
20,OAXACA,SAN PABLO HUIXTEPEC,162,2020-07-31,0,1,1,0
20,OAXACA,SAN PEDRO MIXTEPEC,162,2020-07-31,0,1,1,0
20,OAXACA,SAN PEDRO POCHUTLA,162,2020-07-31,0,1,1,0
20,OAXACA,SAN SEBASTIÁN TUTLA,162,2020-07-31,0,1,1,0
20,OAXACA,SANTA CRUZ AMILPAS,162,2020-07-31,0,1,1,0
20,OAXACA,SANTA CRUZ XOXOCOTLÁN,162,2020-07-31,1,4,3,0
20,OAXACA,SANTA LUCÍA DEL CAMINO,162,2020-07-31,0,3,3,0
20,OAXACA,SANTA MARÍA ATZOMPA,162,2020-07-31,0,1,1,0
20,OAXACA,SANTA MARÍA DEL TULE,162,2020-07-31,1,1,0,0
20,OAXACA,SANTA MARÍA HUATULCO,162,2020-07-31,0,2,2,0
20,OAXACA,SANTIAGO JAMILTEPEC,162,2020-07-31,0,1,1,0
20,OAXACA,SANTO DOMINGO INGENIO,162,2020-07-31,0,1,1,0
20,OAXACA,TLACOLULA DE MATAMOROS,162,2020-07-31,0,1,1,0
20,OAXACA,VILLA DE TUTUTEPEC,162,2020-07-31,0,1,1,0
21,PUEBLA,ACATZINGO,162,2020-07-31,0,1,1,0
21,PUEBLA,ATLIXCO,162,2020-07-31,1,3,2,0
21,PUEBLA,ATOYATEMPAN,162,2020-07-31,1,1,0,0
21,PUEBLA,CHIGNAHUAPAN,162,2020-07-31,0,1,1,0
21,PUEBLA,CHIGNAUTLA,162,2020-07-31,0,2,2,0
21,PUEBLA,CORONANGO,162,2020-07-31,0,1,1,0
21,PUEBLA,COXCATLÁN,162,2020-07-31,0,1,1,0
21,PUEBLA,CUAUTLANCINGO,162,2020-07-31,1,4,3,0
21,PUEBLA,CUETZALAN DEL PROGRESO,162,2020-07-31,0,1,1,0
21,PUEBLA,HUAUCHINANGO,162,2020-07-31,0,5,5,0
21,PUEBLA,HUEHUETLÁN EL CHICO,162,2020-07-31,0,2,2,0
21,PUEBLA,HUEJOTZINGO,162,2020-07-31,0,2,2,0
21,PUEBLA,HUEYTAMALCO,162,2020-07-31,0,2,2,0
21,PUEBLA,IZÚCAR DE MATAMOROS,162,2020-07-31,0,1,1,0
21,PUEBLA,OCOYUCAN,162,2020-07-31,0,1,1,0
21,PUEBLA,PUEBLA,162,2020-07-31,13,145,132,0
21,PUEBLA,SAN ANDRÉS CHOLULA,162,2020-07-31,1,4,3,0
21,PUEBLA,SAN FELIPE TEOTLALCINGO,162,2020-07-31,0,2,2,0
21,PUEBLA,SAN MARTÍN TEXMELUCAN,162,2020-07-31,0,3,3,0
21,PUEBLA,SAN MATÍAS TLALANCALECA,162,2020-07-31,0,1,1,0
21,PUEBLA,SAN PEDRO CHOLULA,162,2020-07-31,0,3,3,0
21,PUEBLA,SANTIAGO MIAHUATLÁN,162,2020-07-31,0,1,1,0
21,PUEBLA,TECAMACHALCO,162,2020-07-31,0,3,3,0
21,PUEBLA,TEHUACÁN,162,2020-07-31,1,6,5,0
21,PUEBLA,TEPEACA,162,2020-07-31,0,2,2,0
21,PUEBLA,TETELA DE OCAMPO,162,2020-07-31,0,1,1,0
21,PUEBLA,TEZIUTLÁN,162,2020-07-31,1,3,2,0
21,PUEBLA,TILAPA,162,2020-07-31,0,1,1,0
21,PUEBLA,TOCHTEPEC,162,2020-07-31,0,2,2,0
21,PUEBLA,XIUTETELCO,162,2020-07-31,0,1,1,0
22,QUERATARO,COLÓN,162,2020-07-31,0,1,1,0
22,QUERATARO,CORREGIDORA,162,2020-07-31,0,5,5,0
22,QUERATARO,EL MARQUÉS,162,2020-07-31,1,4,3,0
22,QUERATARO,EZEQUIEL MONTES,162,2020-07-31,0,1,1,0
22,QUERATARO,PEDRO ESCOBEDO,162,2020-07-31,0,3,3,0
22,QUERATARO,PINAL DE AMOLES,162,2020-07-31,0,1,1,0
22,QUERATARO,QUERÉTARO,162,2020-07-31,8,60,52,0
22,QUERATARO,SAN JUAN DEL RÍO,162,2020-07-31,1,1,0,0
23,QUINTANA ROO,BACALAR,162,2020-07-31,0,3,3,0
23,QUINTANA ROO,BENITO JUÁREZ,162,2020-07-31,9,39,30,0
23,QUINTANA ROO,COZUMEL,162,2020-07-31,0,8,8,0
23,QUINTANA ROO,FELIPE CARRILLO PUERTO,162,2020-07-31,0,8,8,0
23,QUINTANA ROO,ISLA MUJERES,162,2020-07-31,0,1,1,0
23,QUINTANA ROO,JOSÉ MARÍA MORELOS,162,2020-07-31,0,3,3,0
23,QUINTANA ROO,LÁZARO CÁRDENAS,162,2020-07-31,1,9,8,0
23,QUINTANA ROO,OTHÓN P. BLANCO,162,2020-07-31,2,15,13,0
23,QUINTANA ROO,SOLIDARIDAD,162,2020-07-31,3,6,3,0
23,QUINTANA ROO,TULUM,162,2020-07-31,0,3,3,0
24,SAN LUIS POTOSI,ARMADILLO DE LOS INFANTE,162,2020-07-31,0,1,1,0
